Case Type,Status,Request Received (Year),Request Received (Month),Request Closed (Year),Request Closed (Month),Case Active Days at Closure,Case Active Days (grouped),Closed on Time?,Reason (grouped),Number of Records
FOIA Case,Completed,2016,October,2016,November,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2015,September,2015,October,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2016,August,2016,September,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2017,March,2017,April,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2015,July,2015,August,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2015,January,2015,February,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2017,January,2017,February,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2016,May,2016,June,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2015,February,2015,March,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2016,February,2016,March,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2016,April,2016,May,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2016,April,2016,June,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2017,April,2017,May,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2015,October,2015,November,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2016,September,2016,October,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2015,August,2015,September,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2017,June,2017,July,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2016,March,2016,April,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2016,July,2016,August,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2015,December,2016,January,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2016,December,2017,January,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2015,May,2015,June,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2015,April,2015,May,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2016,December,2017,February,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2016,October,2016,December,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2015,March,2015,May,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2015,March,2015,June,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2015,May,2015,July,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2016,April,2016,September,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2015,October,2016,January,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2015,January,2015,March,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2017,February,2017,April,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2016,August,2016,November,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2016,February,2016,February,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2016,July,2016,July,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2015,June,2015,June,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2016,June,2016,June,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2017,June,2017,June,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2016,November,2016,November,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2015,September,2015,September,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2016,September,2016,September,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2016,August,2016,August,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2015,July,2015,July,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2017,March,2017,March,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2015,November,2015,November,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2016,August,2016,October,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2017,January,2017,January,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2015,March,2015,March,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2017,May,2017,May,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2015,June,2015,August,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2016,July,2016,September,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2016,May,2016,July,20,Up to 20 days used,on time,No Information Held on How Closed,1
FOIA Case,Completed,2015,March,2015,April,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,July,2016,August,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,November,2015,December,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,January,2016,February,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,February,2017,March,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,July,2015,August,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,January,2017,February,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,September,2016,October,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,August,2015,September,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,February,2015,March,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,April,2017,May,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,October,2015,November,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,October,2016,November,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,January,2015,February,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,December,2017,January,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,April,2017,June,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,May,2017,June,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,April,2015,May,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,August,2016,September,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,May,2017,July,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,March,2017,April,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,June,2016,July,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,May,2016,June,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,December,2016,January,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,May,2015,June,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,February,2016,March,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,November,2016,December,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,April,2016,May,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,July,2016,September,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,March,2016,April,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,June,2015,July,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,September,2015,October,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,June,2017,July,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,March,2017,May,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,June,2015,June,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,June,2016,June,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,November,2016,November,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,August,2016,August,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,March,2015,March,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,March,2016,June,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,October,2017,January,21,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,June,2017,July,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,March,2016,April,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,November,2015,December,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,June,2015,July,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,June,2016,August,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,April,2015,June,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,January,2017,March,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,July,2015,August,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,July,2016,August,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,January,2016,February,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,May,2016,June,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,April,2017,May,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,October,2016,November,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,September,2016,October,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,March,2017,April,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,January,2015,March,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,December,2017,January,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,February,2016,March,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,April,2015,May,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,December,2016,January,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,August,2016,September,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,January,2017,February,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,June,2016,July,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,November,2016,December,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,March,2015,April,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,May,2015,June,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,February,2017,March,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,April,2016,May,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,August,2015,September,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,January,2015,February,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,February,2015,March,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,May,2017,June,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,October,2015,November,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,September,2015,October,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,January,2016,March,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,May,2015,July,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,July,2017,August,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,March,2017,May,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,February,2015,April,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,October,2015,December,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,December,2016,February,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,May,2017,July,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,March,2015,May,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,December,2017,February,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,November,2017,January,22,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,June,2017,July,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,March,2016,April,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,January,2016,February,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,June,2016,July,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,April,2015,July,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,February,2017,March,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,April,2017,May,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,January,2015,February,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,January,2017,February,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,June,2015,July,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,May,2015,June,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,August,2015,September,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,March,2017,April,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,March,2016,May,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,May,2017,June,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,February,2015,March,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,March,2015,April,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,September,2016,October,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,August,2016,September,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,July,2015,August,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,October,2015,November,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,November,2015,December,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,October,2016,November,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,December,2016,January,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,February,2016,March,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,July,2016,August,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,April,2015,May,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,November,2016,December,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,December,2017,January,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,April,2016,May,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,November,2016,January,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,August,2015,October,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,December,2017,February,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,May,2016,June,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,March,2017,May,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,October,2016,December,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,July,2016,September,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,June,2016,August,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,September,2016,November,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,June,2017,August,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,March,2015,May,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,January,2017,March,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,May,2016,July,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,September,2015,November,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,April,2015,June,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,January,2016,March,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,September,2015,October,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,April,2016,June,23,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,May,2017,July,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,March,2016,April,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,June,2015,July,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,May,2017,June,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,April,2015,May,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,October,2016,November,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,January,2015,February,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,December,2016,February,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,January,2016,February,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,May,2015,June,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,February,2017,March,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,July,2016,August,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,December,2017,January,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,April,2016,May,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,October,2015,November,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,July,2015,August,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,April,2017,May,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,September,2015,October,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,September,2016,November,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,January,2017,February,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,December,2016,January,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,May,2016,June,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,March,2015,April,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,March,2017,April,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,August,2015,September,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,November,2015,December,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,June,2017,July,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,October,2017,January,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,March,2016,May,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,September,2016,October,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,November,2016,December,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,June,2016,July,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,October,2015,December,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,August,2016,September,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,January,2017,March,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,May,2015,July,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,March,2017,May,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,January,2015,March,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,April,2016,June,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,August,2015,October,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,April,2017,June,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,August,2016,October,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,July,2015,September,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,June,2015,August,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,February,2017,April,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,September,2015,November,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,March,2015,May,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,November,2017,January,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,February,2016,April,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,July,2016,September,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,February,2015,April,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,February,2015,March,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,February,2016,March,24,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,June,2017,July,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,October,2016,November,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,August,2016,September,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,March,2015,April,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,July,2016,August,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,February,2017,March,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,March,2017,April,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,July,2015,August,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,May,2015,June,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,May,2017,June,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,January,2017,February,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,October,2015,November,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,March,2016,April,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,December,2016,January,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,September,2015,October,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,August,2015,September,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,November,2016,December,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,June,2015,July,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,May,2016,June,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,April,2017,May,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,January,2016,February,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,April,2016,May,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,February,2015,March,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,June,2016,July,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,November,2015,December,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,April,2015,June,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,October,2017,January,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,November,2017,January,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,February,2016,April,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,February,2017,May,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,January,2017,March,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,December,2017,January,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,February,2015,April,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2017,March,2017,May,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,May,2015,July,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,September,2015,November,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,September,2016,December,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,September,2016,November,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,August,2016,October,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,December,2016,February,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,March,2015,May,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,July,2015,September,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,November,2016,January,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,October,2016,December,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,September,2016,October,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,April,2015,May,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,February,2016,March,25,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,January,2016,February,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,May,2015,August,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,July,2016,August,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,November,2015,December,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,November,2017,January,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2016,December,2017,January,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,August,2015,September,26,Up to 40 days used,late,No Information Held on How Closed,1
FOIA Case,Completed,2015,January,2015,February,26,Up to 40 days used,late,No Information Held on How Closed,1
